P1;1;5724;5723;false;2;1;23214;24852;6;2;7;
;1;5724;5723;false;1;1;7606;10240;4;0;5;
;1;5724;5723;false;1;1;19602;23604;5;1;12;
;1;5724;CANCELLED;false;0;0;0;0;0;0;0;
