P6;7;1785571010429;TRIAL_START;;;;;
;7;1785571014050;DOWN;B;4;9;0.07;33782
;7;1785571014734;UP;B;4;9;0.18;34452
;7;1785571015514;DOWN;B;4;9;0.02;35262
;7;1785571015613;TICK;B;3;8;0.24;35322
;7;1785571016052;TICK;B;2;7;0.44;35772
;7;1785571016107;TICK;B;1;6;0.74;35832
;7;1785571016146;TICK;B;0;5;0.85;35862
;7;1785571016342;TICK;B;1;6;0.70;36072
;7;1785571016389;TICK;B;2;7;0.52;36112
;7;1785571016426;TICK;B;3;8;0.34;36142
;7;1785571016635;TICK;B;4;9;0.13;36352
;7;1785571017070;UP;B;4;9;0.01;36812
;7;1785571017318;DOWN;B;4;9;0.01;37052
;7;1785571017805;UP;B;4;9;0.07;37532
;7;1785571017952;DOWN;B;4;9;0.12;37702
;7;1785571017999;UP;B;4;9;0.13;37742
;7;1785571018099;DOWN;B;4;9;0.18;37842
;7;1785571018196;UP;B;4;9;0.18;37912
;7;1785571018222;SELECT;B;4;9;0.18;37912
;7;1785571018927;DOWN;B;4;9;0.07;38642
;7;1785571019512;UP;B;4;9;0.07;39232
;7;1785571019755;DOWN;B;4;9;0.18;39502
;7;1785571019803;UP;B;4;9;0.13;39552
;7;1785571019950;DOWN;B;4;9;0.18;39682
;7;1785571019999;UP;B;4;9;0.13;39752
;7;1785571020039;SELECT;B;4;9;0.13;39752
;7;1785571022388;DOWN;A;0;0;0.96;42111
;7;1785571022584;TICK;A;1;1;0.74;42301
;7;1785571022729;TICK;A;2;2;0.52;42471
;7;1785571022875;TICK;A;3;3;0.35;42591
;7;1785571023021;TICK;A;4;4;0.14;42751
;7;1785571023413;UP;A;4;4;0.00;43141
;7;1785571023704;DOWN;A;4;4;0.00;43451
;7;1785571024143;UP;A;4;4;0.18;43891
;7;1785571024290;DOWN;A;4;4;0.07;44031
;7;1785571024387;UP;A;4;4;0.07;44101
;7;1785571024436;DOWN;A;4;4;0.07;44181
;7;1785571024534;UP;A;4;4;0.07;44271
;7;1785571024550;SELECT;A;4;4;0.07;44271
;7;1785571025556;DOWN;A;4;4;0.07;45271
;7;1785571026337;TICK;A;3;3;0.29;46061
;7;1785571026387;UP;A;3;3;0.29;46121
;7;1785571026873;DOWN;A;2;2;0.52;46601
;7;1785571026971;UP;A;2;2;0.52;46701
;7;1785571027059;DOWN;A;2;2;0.52;46791
;7;1785571027112;UP;A;2;2;0.52;46861
;7;1785571027125;SELECT;A;2;2;0.52;46861
;7;1785571027142;TRIAL_END_FAILED;;;;;
;7;1785571031066;DOWN;B;4;9;0.07;50802
;7;1785571031552;UP;B;4;9;0.18;51282
;7;1785571031945;DOWN;B;4;9;0.00;51652
;7;1785571032040;TICK;B;3;8;0.24;51762
;7;1785571033064;UP;B;3;8;0.29;52802
;7;1785571033210;DOWN;B;3;8;0.29;52952
;7;1785571033308;UP;B;3;8;0.29;53032
;7;1785571033405;DOWN;B;3;8;0.29;53142
;7;1785571033455;UP;B;3;8;0.29;53202
;7;1785571033484;SELECT;B;3;8;0.29;53202
;7;1785571034478;DOWN;B;3;8;0.29;54212
;7;1785571036477;DELETE;B;3;8;0.29;56212
;7;1785571036916;UP;B;3;8;0.24;56652
;7;1785571037202;DOWN;B;4;9;0.07;56962
;7;1785571037305;UP;B;4;9;0.07;57022
;7;1785571037403;DOWN;B;4;9;0.07;57152
;7;1785571037455;UP;B;4;9;0.07;57192
;7;1785571037483;SELECT;B;4;9;0.07;57192
;7;1785571039744;DOWN;B;4;9;0.13;59452
;7;1785571039792;UP;B;4;9;0.13;59522
;7;1785571039937;DOWN;B;4;9;0.18;59652
;7;1785571039987;UP;B;4;9;0.18;59702
;7;1785571040012;SELECT;B;4;9;0.18;59702
;7;1785571041205;DOWN;A;0;0;0.85;60911
;7;1785571041303;TICK;A;1;1;0.74;61021
;7;1785571041349;TICK;A;2;2;0.52;61101
;7;1785571041404;TICK;A;3;3;0.34;61151
;7;1785571041489;TICK;A;4;4;0.14;61241
;7;1785571043780;UP;A;4;4;0.18;63451
;7;1785571044024;DOWN;A;4;4;0.18;63701
;7;1785571044030;UP;A;4;4;0.18;63781
;7;1785571044122;DOWN;A;4;4;0.18;63871
;7;1785571044220;UP;A;4;4;0.13;63941
;7;1785571044230;SELECT;A;4;4;0.13;63941
;7;1785571044609;DOWN;A;4;4;0.07;64331
;7;1785571044853;TICK;A;3;3;0.24;64541
;7;1785571045145;TICK;A;2;2;0.44;64861
;7;1785571046852;TICK;A;1;1;0.67;1035
;7;1785571047339;TICK;A;0;0;0.85;1565
;7;1785571048997;TICK;A;1;1;0.74;3175
;7;1785571049533;TICK;A;0;0;0.85;3755
;7;1785571049728;TICK;A;1;1;0.74;3945
;7;1785571050118;UP;A;1;1;0.63;4315
;7;1785571050265;DOWN;A;1;1;0.63;4425
;7;1785571050313;UP;A;1;1;0.63;4505
;7;1785571050361;DOWN;A;1;1;0.63;4585
;7;1785571050459;UP;A;1;1;0.63;4655
;7;1785571050464;SELECT;A;1;1;0.63;4655
;7;1785571050473;TRIAL_END_SUCCESS;;;;;
